width,height,ratio,area,class
tensor(81.2500),tensor(56.2500),tensor(1.4444),tensor(4570.3125),0
tensor(52.5000),tensor(330.),tensor(0.1591),tensor(17325.),0
tensor(583.7500),tensor(111.2500),tensor(5.2472),tensor(64942.1875),1
tensor(53.7500),tensor(108.7500),tensor(0.4943),tensor(5845.3125),0
tensor(53.7500),tensor(52.5000),tensor(1.0238),tensor(2821.8750),0
tensor(151.2500),tensor(72.5000),tensor(2.0862),tensor(10965.6250),0
tensor(77.5000),tensor(152.5000),tensor(0.5082),tensor(11818.7500),0
tensor(163.7500),tensor(47.5000),tensor(3.4474),tensor(7778.1250),1
tensor(262.5000),tensor(85.),tensor(3.0882),tensor(22312.5000),0
tensor(638.7500),tensor(127.5000),tensor(5.0098),tensor(81440.6250),0
tensor(88.7500),tensor(275.),tensor(0.3227),tensor(24406.2500),0
tensor(232.5000),tensor(42.5000),tensor(5.4706),tensor(9881.2500),1
tensor(67.5000),tensor(170.),tensor(0.3971),tensor(11475.),0
tensor(141.2500),tensor(95.),tensor(1.4868),tensor(13418.7500),1
tensor(76.2500),tensor(288.7500),tensor(0.2641),tensor(22017.1875),0
tensor(40.),tensor(53.7500),tensor(0.7442),tensor(2150.),2
tensor(48.7500),tensor(378.7500),tensor(0.1287),tensor(18464.0625),0
tensor(638.7500),tensor(153.7500),tensor(4.1545),tensor(98207.8125),1
tensor(278.7500),tensor(57.5000),tensor(4.8478),tensor(16028.1250),2
tensor(277.5000),tensor(58.7500),tensor(4.7234),tensor(16303.1250),1
tensor(77.5000),tensor(65.),tensor(1.1923),tensor(5037.5000),2
tensor(558.7500),tensor(72.5000),tensor(7.7069),tensor(40509.3750),1
tensor(638.7500),tensor(497.5000),tensor(1.2839),tensor(317778.1250),4
tensor(81.2500),tensor(151.2500),tensor(0.5372),tensor(12289.0625),0
tensor(56.2500),tensor(60.),tensor(0.9375),tensor(3375.),0
tensor(157.5000),tensor(420.),tensor(0.3750),tensor(66150.),0
tensor(61.2500),tensor(113.7500),tensor(0.5385),tensor(6967.1875),0
tensor(136.2500),tensor(638.7500),tensor(0.2133),tensor(87029.6875),0
tensor(72.5000),tensor(496.2500),tensor(0.1461),tensor(35978.1250),0
tensor(371.2500),tensor(50.),tensor(7.4250),tensor(18562.5000),1
tensor(175.),tensor(16.2500),tensor(10.7692),tensor(2843.7500),1
tensor(61.2500),tensor(156.2500),tensor(0.3920),tensor(9570.3125),0
tensor(638.7500),tensor(355.),tensor(1.7993),tensor(226756.2500),4
tensor(17.5000),tensor(22.5000),tensor(0.7778),tensor(393.7500),3
tensor(98.7500),tensor(53.7500),tensor(1.8372),tensor(5307.8125),2
tensor(316.2500),tensor(40.),tensor(7.9062),tensor(12650.),1
tensor(31.2500),tensor(243.7500),tensor(0.1282),tensor(7617.1875),0
tensor(228.7500),tensor(162.5000),tensor(1.4077),tensor(37171.8750),2
tensor(178.7500),tensor(585.),tensor(0.3056),tensor(104568.7500),0
tensor(173.7500),tensor(180.),tensor(0.9653),tensor(31275.),2
tensor(422.5000),tensor(348.7500),tensor(1.2115),tensor(147346.8750),2
tensor(47.5000),tensor(636.2500),tensor(0.0747),tensor(30221.8750),0
tensor(150.),tensor(556.2500),tensor(0.2697),tensor(83437.5000),0
tensor(118.7500),tensor(517.5000),tensor(0.2295),tensor(61453.1250),0
tensor(43.7500),tensor(297.5000),tensor(0.1471),tensor(13015.6250),0
tensor(195.),tensor(275.),tensor(0.7091),tensor(53625.),0
tensor(285.),tensor(478.7500),tensor(0.5953),tensor(136443.7500),0
tensor(188.7500),tensor(70.),tensor(2.6964),tensor(13212.5000),0
tensor(638.7500),tensor(412.5000),tensor(1.5485),tensor(263484.3750),4
tensor(57.5000),tensor(638.7500),tensor(0.0900),tensor(36728.1250),0
tensor(22.5000),tensor(15.),tensor(1.5000),tensor(337.5000),3
tensor(638.7500),tensor(262.5000),tensor(2.4333),tensor(167671.8750),4
tensor(46.2500),tensor(628.7500),tensor(0.0736),tensor(29079.6875),0
tensor(77.5000),tensor(66.2500),tensor(1.1698),tensor(5134.3750),0
tensor(17.5000),tensor(47.5000),tensor(0.3684),tensor(831.2500),0
tensor(96.2500),tensor(23.7500),tensor(4.0526),tensor(2285.9375),1
tensor(18.7500),tensor(203.7500),tensor(0.0920),tensor(3820.3125),0
tensor(52.5000),tensor(130.),tensor(0.4038),tensor(6825.),0
tensor(52.5000),tensor(91.2500),tensor(0.5753),tensor(4790.6250),0
tensor(171.2500),tensor(22.5000),tensor(7.6111),tensor(3853.1250),1
tensor(276.2500),tensor(207.5000),tensor(1.3313),tensor(57321.8750),4
tensor(111.2500),tensor(70.),tensor(1.5893),tensor(7787.5000),0
tensor(148.7500),tensor(50.),tensor(2.9750),tensor(7437.5000),0
tensor(27.5000),tensor(86.2500),tensor(0.3188),tensor(2371.8750),0
tensor(52.5000),tensor(205.),tensor(0.2561),tensor(10762.5000),0
tensor(245.),tensor(46.2500),tensor(5.2973),tensor(11331.2500),1
tensor(223.7500),tensor(80.),tensor(2.7969),tensor(17900.),0
tensor(51.2500),tensor(108.7500),tensor(0.4713),tensor(5573.4375),0
tensor(46.2500),tensor(636.2500),tensor(0.0727),tensor(29426.5625),0
tensor(116.2500),tensor(442.5000),tensor(0.2627),tensor(51440.6250),0
tensor(81.2500),tensor(56.2500),tensor(1.4444),tensor(4570.3125),0
tensor(591.2500),tensor(322.5000),tensor(1.8333),tensor(190678.1250),2
tensor(98.7500),tensor(62.5000),tensor(1.5800),tensor(6171.8750),0
tensor(41.2500),tensor(355.),tensor(0.1162),tensor(14643.7500),0
tensor(133.7500),tensor(398.7500),tensor(0.3354),tensor(53332.8125),0
tensor(46.2500),tensor(163.7500),tensor(0.2824),tensor(7573.4375),0
tensor(36.2500),tensor(45.),tensor(0.8056),tensor(1631.2500),0
tensor(78.7500),tensor(186.2500),tensor(0.4228),tensor(14667.1875),0
tensor(638.7500),tensor(102.5000),tensor(6.2317),tensor(65471.8750),1
tensor(102.5000),tensor(316.2500),tensor(0.3241),tensor(32415.6250),0
tensor(455.),tensor(63.7500),tensor(7.1373),tensor(29006.2500),1
tensor(101.2500),tensor(491.2500),tensor(0.2061),tensor(49739.0625),0
tensor(57.5000),tensor(61.2500),tensor(0.9388),tensor(3521.8750),0
tensor(68.7500),tensor(100.),tensor(0.6875),tensor(6875.),0
tensor(92.5000),tensor(612.5000),tensor(0.1510),tensor(56656.2500),0
tensor(336.2500),tensor(23.7500),tensor(14.1579),tensor(7985.9375),1
tensor(16.2500),tensor(42.5000),tensor(0.3824),tensor(690.6250),0
tensor(26.2500),tensor(636.2500),tensor(0.0413),tensor(16701.5625),0
tensor(33.7500),tensor(146.2500),tensor(0.2308),tensor(4935.9375),0
tensor(347.5000),tensor(162.5000),tensor(2.1385),tensor(56468.7500),2
tensor(32.5000),tensor(65.),tensor(0.5000),tensor(2112.5000),0
tensor(98.7500),tensor(245.),tensor(0.4031),tensor(24193.7500),0
tensor(112.5000),tensor(83.7500),tensor(1.3433),tensor(9421.8750),0
tensor(32.5000),tensor(70.),tensor(0.4643),tensor(2275.),0
tensor(122.5000),tensor(453.7500),tensor(0.2700),tensor(55584.3750),0
tensor(511.2500),tensor(173.7500),tensor(2.9424),tensor(88829.6875),2
tensor(307.5000),tensor(273.7500),tensor(1.1233),tensor(84178.1250),2
tensor(36.2500),tensor(168.7500),tensor(0.2148),tensor(6117.1875),0
tensor(67.5000),tensor(33.7500),tensor(2.),tensor(2278.1250),1
tensor(40.),tensor(42.5000),tensor(0.9412),tensor(1700.),0
tensor(550.),tensor(43.7500),tensor(12.5714),tensor(24062.5000),0
tensor(132.5000),tensor(381.2500),tensor(0.3475),tensor(50515.6250),0
tensor(397.5000),tensor(288.7500),tensor(1.3766),tensor(114778.1250),2
tensor(423.7500),tensor(198.7500),tensor(2.1321),tensor(84220.3125),2
tensor(180.),tensor(518.7500),tensor(0.3470),tensor(93375.),0
tensor(245.),tensor(587.5000),tensor(0.4170),tensor(143937.5000),0
tensor(135.),tensor(587.5000),tensor(0.2298),tensor(79312.5000),0
tensor(171.2500),tensor(172.5000),tensor(0.9928),tensor(29540.6250),0
tensor(351.2500),tensor(305.),tensor(1.1516),tensor(107131.2500),2
tensor(321.2500),tensor(122.5000),tensor(2.6224),tensor(39353.1250),0
tensor(50.),tensor(255.),tensor(0.1961),tensor(12750.),0
tensor(88.7500),tensor(172.5000),tensor(0.5145),tensor(15309.3750),0
tensor(15.),tensor(198.7500),tensor(0.0755),tensor(2981.2500),0
tensor(25.),tensor(122.5000),tensor(0.2041),tensor(3062.5000),0
tensor(613.7500),tensor(53.7500),tensor(11.4186),tensor(32989.0625),1
tensor(17.5000),tensor(137.5000),tensor(0.1273),tensor(2406.2500),0
tensor(102.5000),tensor(87.5000),tensor(1.1714),tensor(8968.7500),0
tensor(46.2500),tensor(57.5000),tensor(0.8043),tensor(2659.3750),0
tensor(37.5000),tensor(296.2500),tensor(0.1266),tensor(11109.3750),0
tensor(247.5000),tensor(263.7500),tensor(0.9384),tensor(65278.1250),2
tensor(53.7500),tensor(231.2500),tensor(0.2324),tensor(12429.6875),0
tensor(547.5000),tensor(602.5000),tensor(0.9087),tensor(329868.7500),2
tensor(455.),tensor(366.2500),tensor(1.2423),tensor(166643.7500),2
tensor(292.5000),tensor(115.),tensor(2.5435),tensor(33637.5000),0
tensor(35.),tensor(388.7500),tensor(0.0900),tensor(13606.2500),0
tensor(82.5000),tensor(81.2500),tensor(1.0154),tensor(6703.1250),0
tensor(240.),tensor(146.2500),tensor(1.6410),tensor(35100.),0
tensor(147.5000),tensor(335.),tensor(0.4403),tensor(49412.5000),0
tensor(148.7500),tensor(466.2500),tensor(0.3190),tensor(69354.6875),0
tensor(25.),tensor(55.),tensor(0.4545),tensor(1375.),0
tensor(467.5000),tensor(73.7500),tensor(6.3390),tensor(34478.1250),1
tensor(308.7500),tensor(62.5000),tensor(4.9400),tensor(19296.8750),1
tensor(188.7500),tensor(550.),tensor(0.3432),tensor(103812.5000),0
tensor(196.2500),tensor(182.5000),tensor(1.0753),tensor(35815.6250),2
tensor(443.7500),tensor(327.5000),tensor(1.3550),tensor(145328.1250),2
tensor(10.),tensor(57.5000),tensor(0.1739),tensor(575.),0
tensor(60.),tensor(463.7500),tensor(0.1294),tensor(27825.),0
tensor(147.5000),tensor(357.5000),tensor(0.4126),tensor(52731.2500),0
tensor(51.2500),tensor(190.),tensor(0.2697),tensor(9737.5000),0
tensor(638.7500),tensor(75.),tensor(8.5167),tensor(47906.2500),1
tensor(243.7500),tensor(295.),tensor(0.8263),tensor(71906.2500),4
tensor(20.),tensor(21.2500),tensor(0.9412),tensor(425.),3
tensor(378.7500),tensor(130.),tensor(2.9135),tensor(49237.5000),2
tensor(131.2500),tensor(53.7500),tensor(2.4419),tensor(7054.6875),2
tensor(93.7500),tensor(260.),tensor(0.3606),tensor(24375.),0
tensor(626.2500),tensor(297.5000),tensor(2.1050),tensor(186309.3750),2
tensor(341.2500),tensor(91.2500),tensor(3.7397),tensor(31139.0625),1
tensor(153.7500),tensor(450.),tensor(0.3417),tensor(69187.5000),0
tensor(100.),tensor(63.7500),tensor(1.5686),tensor(6375.),0
tensor(60.),tensor(451.2500),tensor(0.1330),tensor(27075.),0
tensor(58.7500),tensor(83.7500),tensor(0.7015),tensor(4920.3125),0
tensor(17.5000),tensor(180.),tensor(0.0972),tensor(3150.),0
tensor(50.),tensor(637.5000),tensor(0.0784),tensor(31875.),0
tensor(42.5000),tensor(638.7500),tensor(0.0665),tensor(27146.8750),0
tensor(295.),tensor(48.7500),tensor(6.0513),tensor(14381.2500),1
tensor(42.5000),tensor(172.5000),tensor(0.2464),tensor(7331.2500),0
tensor(82.5000),tensor(36.2500),tensor(2.2759),tensor(2990.6250),1
tensor(567.5000),tensor(36.2500),tensor(15.6552),tensor(20571.8750),1
tensor(135.),tensor(102.5000),tensor(1.3171),tensor(13837.5000),0
tensor(115.),tensor(293.7500),tensor(0.3915),tensor(33781.2500),0
tensor(121.2500),tensor(456.2500),tensor(0.2658),tensor(55320.3125),0
tensor(30.),tensor(63.7500),tensor(0.4706),tensor(1912.5000),0
tensor(147.5000),tensor(582.5000),tensor(0.2532),tensor(85918.7500),0
tensor(638.7500),tensor(457.5000),tensor(1.3962),tensor(292228.1250),4
tensor(277.5000),tensor(65.),tensor(4.2692),tensor(18037.5000),2
tensor(33.7500),tensor(137.5000),tensor(0.2455),tensor(4640.6250),0
tensor(40.),tensor(148.7500),tensor(0.2689),tensor(5950.),0
tensor(637.5000),tensor(131.2500),tensor(4.8571),tensor(83671.8750),0
tensor(638.7500),tensor(66.2500),tensor(9.6415),tensor(42317.1875),1
tensor(158.7500),tensor(637.5000),tensor(0.2490),tensor(101203.1250),0
tensor(638.7500),tensor(137.5000),tensor(4.6455),tensor(87828.1250),1
tensor(133.7500),tensor(621.2500),tensor(0.2153),tensor(83092.1875),0
tensor(177.5000),tensor(46.2500),tensor(3.8378),tensor(8209.3750),1
tensor(66.2500),tensor(638.7500),tensor(0.1037),tensor(42317.1875),0
tensor(178.7500),tensor(473.7500),tensor(0.3773),tensor(84682.8125),0
tensor(48.7500),tensor(638.7500),tensor(0.0763),tensor(31139.0625),0
tensor(467.5000),tensor(187.5000),tensor(2.4933),tensor(87656.2500),2
tensor(638.7500),tensor(215.),tensor(2.9709),tensor(137331.2500),2
tensor(158.7500),tensor(22.5000),tensor(7.0556),tensor(3571.8750),1
tensor(38.7500),tensor(53.7500),tensor(0.7209),tensor(2082.8125),0
tensor(56.2500),tensor(275.),tensor(0.2045),tensor(15468.7500),0
tensor(386.2500),tensor(91.2500),tensor(4.2329),tensor(35245.3125),1
tensor(81.2500),tensor(243.7500),tensor(0.3333),tensor(19804.6875),0
tensor(190.),tensor(93.7500),tensor(2.0267),tensor(17812.5000),0
tensor(46.2500),tensor(638.7500),tensor(0.0724),tensor(29542.1875),0
tensor(638.7500),tensor(115.),tensor(5.5543),tensor(73456.2500),1
tensor(151.2500),tensor(100.),tensor(1.5125),tensor(15125.),4
tensor(87.5000),tensor(52.5000),tensor(1.6667),tensor(4593.7500),4
tensor(16.2500),tensor(112.5000),tensor(0.1444),tensor(1828.1250),0
tensor(366.2500),tensor(227.5000),tensor(1.6099),tensor(83321.8750),4
tensor(190.),tensor(38.7500),tensor(4.9032),tensor(7362.5000),1
tensor(187.5000),tensor(475.),tensor(0.3947),tensor(89062.5000),0
tensor(108.7500),tensor(57.5000),tensor(1.8913),tensor(6253.1250),2
tensor(130.),tensor(51.2500),tensor(2.5366),tensor(6662.5000),4
tensor(366.2500),tensor(270.),tensor(1.3565),tensor(98887.5000),4
tensor(162.5000),tensor(43.7500),tensor(3.7143),tensor(7109.3750),1
tensor(25.),tensor(90.),tensor(0.2778),tensor(2250.),0
tensor(133.7500),tensor(108.7500),tensor(1.2299),tensor(14545.3125),2
tensor(20.),tensor(23.7500),tensor(0.8421),tensor(475.),3
tensor(152.5000),tensor(73.7500),tensor(2.0678),tensor(11246.8750),2
tensor(41.2500),tensor(136.2500),tensor(0.3028),tensor(5620.3125),0
tensor(520.),tensor(398.7500),tensor(1.3041),tensor(207350.),4
tensor(113.7500),tensor(453.7500),tensor(0.2507),tensor(51614.0625),0
tensor(40.),tensor(600.),tensor(0.0667),tensor(24000.),0
tensor(127.5000),tensor(107.5000),tensor(1.1860),tensor(13706.2500),0
tensor(20.),tensor(82.5000),tensor(0.2424),tensor(1650.),0
tensor(87.5000),tensor(243.7500),tensor(0.3590),tensor(21328.1250),0
tensor(75.),tensor(318.7500),tensor(0.2353),tensor(23906.2500),0
tensor(40.),tensor(71.2500),tensor(0.5614),tensor(2850.),0
tensor(43.7500),tensor(131.2500),tensor(0.3333),tensor(5742.1875),0
tensor(33.7500),tensor(31.2500),tensor(1.0800),tensor(1054.6875),3
tensor(8.7500),tensor(12.5000),tensor(0.7000),tensor(109.3750),3
tensor(588.7500),tensor(96.2500),tensor(6.1169),tensor(56667.1875),1
tensor(33.7500),tensor(638.7500),tensor(0.0528),tensor(21557.8125),0
tensor(195.),tensor(30.),tensor(6.5000),tensor(5850.),1
tensor(57.5000),tensor(77.5000),tensor(0.7419),tensor(4456.2500),0
tensor(45.),tensor(252.5000),tensor(0.1782),tensor(11362.5000),0
tensor(266.2500),tensor(42.5000),tensor(6.2647),tensor(11315.6250),1
tensor(213.7500),tensor(18.7500),tensor(11.4000),tensor(4007.8125),1
tensor(153.7500),tensor(610.),tensor(0.2520),tensor(93787.5000),0
tensor(285.),tensor(480.),tensor(0.5938),tensor(136800.),0
tensor(178.7500),tensor(251.2500),tensor(0.7114),tensor(44910.9375),0
tensor(45.),tensor(316.2500),tensor(0.1423),tensor(14231.2500),0
tensor(173.7500),tensor(63.7500),tensor(2.7255),tensor(11076.5625),0
tensor(637.5000),tensor(175.),tensor(3.6429),tensor(111562.5000),0
tensor(96.2500),tensor(210.),tensor(0.4583),tensor(20212.5000),0
tensor(137.5000),tensor(322.5000),tensor(0.4264),tensor(44343.7500),0
tensor(202.5000),tensor(602.5000),tensor(0.3361),tensor(122006.2500),0
tensor(238.7500),tensor(212.5000),tensor(1.1235),tensor(50734.3750),2
tensor(436.2500),tensor(311.2500),tensor(1.4016),tensor(135782.8125),2
tensor(87.5000),tensor(597.5000),tensor(0.1464),tensor(52281.2500),0
tensor(382.5000),tensor(32.5000),tensor(11.7692),tensor(12431.2500),1
tensor(10.),tensor(25.),tensor(0.4000),tensor(250.),0
tensor(27.5000),tensor(267.5000),tensor(0.1028),tensor(7356.2500),0
tensor(45.),tensor(573.7500),tensor(0.0784),tensor(25818.7500),0
tensor(141.2500),tensor(40.),tensor(3.5312),tensor(5650.),1
tensor(360.),tensor(66.2500),tensor(5.4340),tensor(23850.),1
tensor(97.5000),tensor(598.7500),tensor(0.1628),tensor(58378.1250),0
tensor(90.),tensor(66.2500),tensor(1.3585),tensor(5962.5000),0
tensor(57.5000),tensor(638.7500),tensor(0.0900),tensor(36728.1250),0
tensor(267.5000),tensor(25.),tensor(10.7000),tensor(6687.5000),1
tensor(123.7500),tensor(638.7500),tensor(0.1937),tensor(79045.3125),0
tensor(203.7500),tensor(51.2500),tensor(3.9756),tensor(10442.1875),1
tensor(30.),tensor(467.5000),tensor(0.0642),tensor(14025.),0
tensor(175.),tensor(576.2500),tensor(0.3037),tensor(100843.7500),0
tensor(292.5000),tensor(317.5000),tensor(0.9213),tensor(92868.7500),2
tensor(178.7500),tensor(91.2500),tensor(1.9589),tensor(16310.9375),0
tensor(60.),tensor(313.7500),tensor(0.1912),tensor(18825.),0
tensor(137.5000),tensor(526.2500),tensor(0.2613),tensor(72359.3750),0
tensor(56.2500),tensor(140.),tensor(0.4018),tensor(7875.),0
tensor(325.),tensor(262.5000),tensor(1.2381),tensor(85312.5000),2
tensor(548.7500),tensor(351.2500),tensor(1.5623),tensor(192748.4375),2
tensor(233.7500),tensor(48.7500),tensor(4.7949),tensor(11395.3125),1
tensor(223.7500),tensor(47.5000),tensor(4.7105),tensor(10628.1250),1
tensor(162.5000),tensor(52.5000),tensor(3.0952),tensor(8531.2500),1
tensor(118.7500),tensor(13.7500),tensor(8.6364),tensor(1632.8125),1
tensor(385.),tensor(408.7500),tensor(0.9419),tensor(157368.7500),2
tensor(638.7500),tensor(157.5000),tensor(4.0556),tensor(100603.1250),2
tensor(155.),tensor(633.7500),tensor(0.2446),tensor(98231.2500),0
tensor(638.7500),tensor(126.2500),tensor(5.0594),tensor(80642.1875),0
tensor(151.2500),tensor(535.),tensor(0.2827),tensor(80918.7500),0
tensor(117.5000),tensor(300.),tensor(0.3917),tensor(35250.),0
tensor(192.5000),tensor(40.),tensor(4.8125),tensor(7700.),1
tensor(33.7500),tensor(146.2500),tensor(0.2308),tensor(4935.9375),0
tensor(55.),tensor(308.7500),tensor(0.1781),tensor(16981.2500),0
tensor(48.7500),tensor(316.2500),tensor(0.1542),tensor(15417.1875),0
tensor(23.7500),tensor(132.5000),tensor(0.1792),tensor(3146.8750),0
tensor(237.5000),tensor(65.),tensor(3.6538),tensor(15437.5000),1
tensor(636.2500),tensor(73.7500),tensor(8.6271),tensor(46923.4375),1
tensor(37.5000),tensor(603.7500),tensor(0.0621),tensor(22640.6250),0
tensor(260.),tensor(30.),tensor(8.6667),tensor(7800.),1
tensor(431.2500),tensor(531.2500),tensor(0.8118),tensor(229101.5625),0
tensor(108.7500),tensor(97.5000),tensor(1.1154),tensor(10603.1250),0
tensor(71.2500),tensor(436.2500),tensor(0.1633),tensor(31082.8125),0
tensor(46.2500),tensor(20.),tensor(2.3125),tensor(925.),3
tensor(461.2500),tensor(547.5000),tensor(0.8425),tensor(252534.3750),4
tensor(38.7500),tensor(72.5000),tensor(0.5345),tensor(2809.3750),0
tensor(445.),tensor(246.2500),tensor(1.8071),tensor(109581.2500),2
tensor(105.),tensor(132.5000),tensor(0.7925),tensor(13912.5000),2
tensor(115.),tensor(377.5000),tensor(0.3046),tensor(43412.5000),3
tensor(598.7500),tensor(351.2500),tensor(1.7046),tensor(210310.9375),2
tensor(27.5000),tensor(463.7500),tensor(0.0593),tensor(12753.1250),0
tensor(25.),tensor(150.),tensor(0.1667),tensor(3750.),0
tensor(167.5000),tensor(477.5000),tensor(0.3508),tensor(79981.2500),0
tensor(251.2500),tensor(551.2500),tensor(0.4558),tensor(138501.5625),0
tensor(35.),tensor(175.),tensor(0.2000),tensor(6125.),0
tensor(47.5000),tensor(261.2500),tensor(0.1818),tensor(12409.3750),0
tensor(46.2500),tensor(310.),tensor(0.1492),tensor(14337.5000),0
tensor(396.2500),tensor(80.),tensor(4.9531),tensor(31700.),1
tensor(57.5000),tensor(255.),tensor(0.2255),tensor(14662.5000),0
tensor(446.2500),tensor(151.2500),tensor(2.9504),tensor(67495.3125),2
tensor(638.7500),tensor(117.5000),tensor(5.4362),tensor(75053.1250),1
tensor(187.5000),tensor(571.2500),tensor(0.3282),tensor(107109.3750),0
tensor(218.7500),tensor(183.7500),tensor(1.1905),tensor(40195.3125),2
tensor(433.7500),tensor(318.7500),tensor(1.3608),tensor(138257.8125),2
tensor(57.5000),tensor(243.7500),tensor(0.2359),tensor(14015.6250),0
tensor(126.2500),tensor(53.7500),tensor(2.3488),tensor(6785.9375),0
tensor(62.5000),tensor(333.7500),tensor(0.1873),tensor(20859.3750),0
tensor(536.2500),tensor(45.),tensor(11.9167),tensor(24131.2500),1
tensor(50.),tensor(173.7500),tensor(0.2878),tensor(8687.5000),0
tensor(87.5000),tensor(35.),tensor(2.5000),tensor(3062.5000),1
tensor(46.2500),tensor(51.2500),tensor(0.9024),tensor(2370.3125),0
tensor(638.7500),tensor(466.2500),tensor(1.3700),tensor(297817.1875),4
tensor(318.7500),tensor(48.7500),tensor(6.5385),tensor(15539.0625),1
tensor(58.7500),tensor(293.7500),tensor(0.2000),tensor(17257.8125),0
tensor(638.7500),tensor(112.5000),tensor(5.6778),tensor(71859.3750),1
